Symbol	Ensembl
RP11-625N15.1	ENST00000667770
FBXO15	ENST00000419743
TIMM21	ENST00000169551
RP11-669I1.1	ENST00000580403
CYB5A	ENST00000340533
RP11-669I1.2	ENST00000660707
C18orf63	ENST00000579455
FAUP1	ENST00000474180
LINC01922	ENST00000567168
DIPK1C	ENST00000343998
RP11-231E4.6	ENST00000653759
CNDP2	ENST00000324262
RP11-231E4.5	ENST00000618739
CNDP1	ENST00000358821
RP11-231E4.3	ENST00000583702
ZNF407-AS1	ENST00000654728
ZNF407	ENST00000299687
RP11-405M12.3	ENST00000618730
RP11-405M12.4	ENST00000613588
RP11-405M12.2	ENST00000624305
RP11-405M12.5	ENST00000647939
ZADH2	ENST00000322342
TSHZ1	ENST00000580243
RP11-321M21.4	ENST00000612669
RP11-321M21.3	ENST00000670021
SMIM21	ENST00000579022
RP11-321M21.1	ENST00000579278
RP11-396D4.2	ENST00000657893
RP11-396D4.1	ENST00000664948
RP11-59J7.1	ENST00000663697
RP11-704C2.2	ENST00000657842
LINC01898	ENST00000662762
RP11-173L6.1	ENST00000581971
RP11-1O2.2	ENST00000612354
RP11-357H3.1	ENST00000579775
RP11-1O2.1	ENST00000664600
RP11-94B19.6	ENST00000578035
LINC01893	ENST00000661638
RP11-94B19.5	ENST00000582755
RP11-94B19.2	ENST00000661349
RP11-94B19.7	ENST00000579714
RP11-94B19.3	ENST00000579833
RP11-94B19.4	ENST00000577797
ZNF516	ENST00000443185
RP11-504I13.3	ENST00000583287
RP11-504I13.2	ENST00000624840
ZNF516-AS1	ENST00000581996
ZNF516-DT	ENST00000622985
LINC00683	ENST00000670438
RP11-111H3.4	ENST00000652480
LINC01927	ENST00000658908
LINC01879	ENST00000656854
ARL2BPP1	ENST00000584870
CCND3P2	ENST00000579393
AC139085.2	ENST00000582716
ZNF236-DT	ENST00000585258
RP11-162A12.4	ENST00000622010
ZNF236	ENST00000320610
RPL26P35	ENST00000481064
RP11-162A12.3	ENST00000583058
MBP	ENST00000355994
RP11-862L9.3	ENST00000582763
RP11-862L9.2	ENST00000624814
RP11-862L9.4	ENST00000670694
RP11-4B16.3	ENST00000613063
RP11-4B16.1	ENST00000624212
RP11-4B16.4	ENST00000611482
RP11-751H17.1	ENST00000584843
GALR1	ENST00000299727
RP11-176N18.2	ENST00000583629
BDP1P	ENST00000582658
RP11-63N3.1	ENST00000581626
RP11-63N3.2	ENST00000603459
RP11-63N3.3	ENST00000657574
RNA5SP461	ENST00000516451
LINC01029	ENST00000669341
RP11-671C19.2	ENST00000579480
RP11-100K18.1	ENST00000577382
RP11-451L19.1	ENST00000579769
RP11-123I22.1	ENST00000581634
RP11-715C4.1	ENST00000580487
CTD-2382H12.2	ENST00000578030
CTD-2382H12.1	ENST00000580639
CTD-2382H12.3	ENST00000654461
LINC01896	ENST00000575722
SALL3	ENST00000537592
ATP9B	ENST00000426216
RP11-849I19.2	ENST00000624383
CTD-2286N8.2	ENST00000586389
CTD-2286N8.1	ENST00000625180
CTD-2286N8.3	ENST00000652152
RP11-1136J12.1	ENST00000591742
RP11-800A18.4	ENST00000592906
RP11-800A18.3	ENST00000625182
NFATC1	ENST00000427363
RP11-196B3.1	ENST00000624177
RP11-196B3.5	ENST00000651685
RP11-196B3.3	ENST00000621571
RP11-196B3.2	ENST00000624066
RP11-196B3.4	ENST00000622987
RP11-196B3.6	ENST00000666976
RP11-567M16.1	ENST00000589723
RP11-567M16.2	ENST00000587527
RP11-567M16.3	ENST00000317008
RP11-567M16.6	ENST00000616428
CTDP1	ENST00000613122
RP11-567M16.5	ENST00000587315
RP11-154H12.2	ENST00000587174
RP11-154H12.3	ENST00000592499
KCNG2	ENST00000316249
RP11-248M19.1	ENST00000618070
SLC66A2	ENST00000397778
RP11-248M19.2	ENST00000655769
HSBP1L1	ENST00000451882
TXNL4A	ENST00000269601
RP11-795F19.5	ENST00000569722
RBFA	ENST00000306735
RBFADN	ENST00000562391
SLC25A6P4	ENST00000586535
ADNP2	ENST00000262198
PARD6G-AS1	ENST00000662611
PARD6G	ENST00000353265
AC139100.4	ENST00000616901
AC139100.3	ENST00000588950
WASH5P	ENST00000633742
AC008993.2	ENST00000632280
LLNLR-222A1.1	ENST00000631744
AC008993.3	ENST00000633603
FAM138F	ENST00000631376
OR4G3P	ENST00000633500
OR4G1P	ENST00000588632
OR4F17	ENST00000618231
WBP1LP11	ENST00000586141
OR4F8P	ENST00000589943
AC092192.1	ENST00000633154
SEPTIN14P19	ENST00000633205
CICP19	ENST00000632944
LLNLF-173C4.2	ENST00000632679
LLNLF-173C4.1	ENST00000633895
LLNLF-176F2.1	ENST00000632795
LINC01002	ENST00000631644
CTD-3113P16.11	ENST00000632484
PLPP2	ENST00000434325
CTD-3113P16.5	ENST00000591533
MIER2	ENST00000264819
THEG	ENST00000342640
LLfos-22E10.1	ENST00000662087
AC010641.1	ENST00000591757
C2CD4C	ENST00000332235
SHC2	ENST00000264554
RNA5SP462	ENST00000516730
ODF3L2	ENST00000315489
MADCAM1-AS1	ENST00000592413
MADCAM1	ENST00000215637
TPGS1	ENST00000359315
CDC34	ENST00000215574
GZMM	ENST00000264553
BSG-AS1	ENST00000588290
BSG	ENST00000333511
HCN2	ENST00000251287
AC005559.3	ENST00000589661
POLRMT	ENST00000588649
AC004449.6	ENST00000564240
FGF22	ENST00000215530
RNF126	ENST00000292363
AC004156.3	ENST00000591866
FSTL3	ENST00000166139
PRSS57	ENST00000329267
RPS2P52	ENST00000469610
PALM	ENST00000338448
MISP	ENST00000215582
AC006273.4	ENST00000606966
LINC01836	ENST00000665908
PTBP1	ENST00000356948
PLPPR3	ENST00000520876
AZU1	ENST00000233997
PRTN3	ENST00000234347
ELANE	ENST00000263621
CFD	ENST00000327726
MED16	ENST00000325464
R3HDM4	ENST00000361574
KISS1R	ENST00000234371
AC005391.2	ENST00000585647
LLNLR-260G6.1	ENST00000613285
WDR18	ENST00000585809
LLNLR-284B4.2	ENST00000588380
GRIN3B	ENST00000234389
TMEM259	ENST00000356663
LLNLR-284B4.1	ENST00000610701
CNN2	ENST00000263097
AC011558.5	ENST00000623459
ABCA7	ENST00000263094
ARHGAP45	ENST00000313093
POLR2E	ENST00000615234
GPX4	ENST00000354171
SBNO2	ENST00000361757
HMGB2P1	ENST00000591146
STK11	ENST00000326873
CBARP	ENST00000650044
CBARP-DT	ENST00000592843
ATP5F1D	ENST00000215375
LLNLR-252D12.1	ENST00000681994
MIDN	ENST00000591446
CIRBP-AS1	ENST00000585832
CIRBP	ENST00000587896
FAM174C	ENST00000409293
EFNA2	ENST00000215368
RPS15P9	ENST00000494093
AC005330.2	ENST00000590086
PWWP3A	ENST00000591337
AC004623.3	ENST00000624592
AC004623.2	ENST00000589673
NDUFS7	ENST00000233627
LLNLR-307A6.1	ENST00000626781
AC005329.7	ENST00000501448
GAMT	ENST00000252288
DAZAP1	ENST00000233078
RPS15	ENST00000592588
CTB-25B13.5	ENST00000594262
APC2	ENST00000590469
CTB-25B13.12	ENST00000591252
C19orf25	ENST00000585675
PCSK4	ENST00000300954
REEP6	ENST00000233596
ADAMTSL5	ENST00000330475
CTB-25B13.9	ENST00000590252
PLK5	ENST00000454744
MEX3D	ENST00000402693
MBD3	ENST00000434436
AC005943.6	ENST00000624421
AC005943.2	ENST00000585937
UQCR11	ENST00000591899
TCF3	ENST00000262965
AC005256.1	ENST00000586506
ONECUT3	ENST00000382349
ATP8B3	ENST00000310127
REXO1	ENST00000170168
CTB-31O20.3	ENST00000586259
CTB-31O20.4	ENST00000593201
CTB-31O20.6	ENST00000592884
KLF16	ENST00000250916
CTB-31O20.8	ENST00000586694
CTB-31O20.2	ENST00000565797
CTB-31O20.9	ENST00000592720
ABHD17A	ENST00000292577
ADAT3	ENST00000329478
SCAMP4	ENST00000316097
CSNK1G2	ENST00000255641
CSNK1G2-AS1	ENST00000314315
BTBD2	ENST00000255608
AC005306.3	ENST00000587498
LLNLR-304A6.1	ENST00000623695
LLNLR-304A6.2	ENST00000615016
AC007136.1	ENST00000589141
MKNK2	ENST00000250896
MOB3A	ENST00000357066
IZUMO4	ENST00000395301
AP3D1	ENST00000643116
DOT1L	ENST00000398665
AC004490.1	ENST00000585593
PLEKHJ1	ENST00000326631
SF3A2	ENST00000221494
AMH	ENST00000221496
JSRP1	ENST00000300961
OAZ1	ENST00000602676
LLfos-48D6.2	ENST00000621615
PEAK3	ENST00000342063
LINGO3	ENST00000585527
AC104530.1	ENST00000672226
LLNLR-269E7.2	ENST00000661102
LSM7	ENST00000252622
SPPL2B	ENST00000613503
TMPRSS9	ENST00000648592
TIMM13	ENST00000215570
LMNB2	ENST00000325327
LINC01775	ENST00000587826
GADD45B	ENST00000215631
GNG7	ENST00000382159
ELOCP28	ENST00000590044
CTC-265F19.2	ENST00000590491
CTC-265F19.3	ENST00000592525
CTC-265F19.1	ENST00000587894
AC006538.8	ENST00000612495
DIRAS1	ENST00000323469
AC006538.4	ENST00000586572
AC006538.9	ENST00000660775
AC006538.1	ENST00000567905
SLC39A3	ENST00000269740
SGTA	ENST00000221566
THOP1	ENST00000307741
ZNF554	ENST00000317243
ZNF555	ENST00000334241
AC006130.3	ENST00000589365
AC006130.5	ENST00000661023
ZNF556	ENST00000307635
AC006130.4	ENST00000586202
AC119403.1	ENST00000590960
ZNF57	ENST00000306908
AC006277.2	ENST00000654521
ZNF77	ENST00000314531
AC006277.3	ENST00000624348
TLE6	ENST00000246112
TLE2	ENST00000262953
AC005944.2	ENST00000592758
TLE5	ENST00000327141
GNA11	ENST00000078429
AC005262.3	ENST00000587701
AC005262.2	ENST00000585980
AC005262.4	ENST00000588562
GNA15	ENST00000262958
GNA15-DT	ENST00000587587
S1PR4	ENST00000246115
NCLN	ENST00000246117
CELF5	ENST00000292672
AC010649.1	ENST00000592230
AC007792.1	ENST00000623023
NFIC	ENST00000443272
AC005514.2	ENST00000623521
SMIM24	ENST00000215531
AC005787.5	ENST00000641816
DOHH	ENST00000427575
FZR1	ENST00000441788
C19orf71	ENST00000329493
AC005786.7	ENST00000589360
MFSD12	ENST00000355415
AC005786.5	ENST00000592368
AC005786.6	ENST00000623369
AC005786.3	ENST00000588553
HMG20B	ENST00000333651
GIPC3	ENST00000644452
TBXA2R	ENST00000375190
CACTIN-AS1	ENST00000592274
CACTIN	ENST00000429344
PIP5K1C	ENST00000335312
AC004637.1	ENST00000586675
TJP3	ENST00000541714
APBA3	ENST00000316757
AC005954.4	ENST00000586503
AC005954.3	ENST00000591962
MRPL54	ENST00000330133
RAX2	ENST00000555633
AC005777.3	ENST00000588332
MATK	ENST00000310132
ZFR2	ENST00000262961
FTLP5	ENST00000586853
ATCAY	ENST00000450849
NMRK2	ENST00000168977
DAPK3	ENST00000545797
EEF2	ENST00000309311
PIAS4	ENST00000262971
ZBTB7A	ENST00000322357
CTD-2622I13.3	ENST00000600056
MAP2K2	ENST00000262948
CREB3L3	ENST00000078445
SIRT6	ENST00000337491
ANKRD24	ENST00000262970
EBI3	ENST00000221847
AC005578.3	ENST00000622962
YJU2	ENST00000262962
SHD	ENST00000543264
TMIGD2	ENST00000301272
FSD1	ENST00000221856
STAP2	ENST00000594605
AC007292.7	ENST00000598582
MPND	ENST00000599840
AC007292.4	ENST00000594776
EIF1P6	ENST00000600054
AC007292.3	ENST00000593524
SH3GL1	ENST00000269886
AC007292.6	ENST00000594444
CHAF1A	ENST00000301280
CTB-50L17.5	ENST00000590159
UBXN6	ENST00000301281
CTB-50L17.7	ENST00000588798
CTB-50L17.8	ENST00000624986
CTB-50L17.9	ENST00000592034
CTB-50L17.16	ENST00000590989
HDGFL2	ENST00000616600
PLIN4	ENST00000633942
PLIN5	ENST00000381848
CTB-50L17.14	ENST00000586020
LRG1	ENST00000306390
SEMA6B	ENST00000586582
CTB-50L17.2	ENST00000592027
TNFAIP8L1	ENST00000327473
AC005339.2	ENST00000598070
MYDGF	ENST00000262947
DPP9	ENST00000262960
DPP9-AS1	ENST00000381796
LLNLR-229A6.1	ENST00000655857
MIR7-3HG	ENST00000669700
AC005523.3	ENST00000598782
FEM1A	ENST00000269856
AC005523.2	ENST00000601192
TICAM1	ENST00000248244
CTC-518P12.6	ENST00000591657
PLIN3	ENST00000221957
ARRDC5	ENST00000650722
UHRF1	ENST00000650932
KDM4B	ENST00000159111
CTC-482H14.5	ENST00000592429
PTPRS	ENST00000587303
RPL32P34	ENST00000486380
LLNLR-304G9.1	ENST00000619774
ZNRF4	ENST00000222033
TINCR	ENST00000646160
SNRPEP4	ENST00000435815
SAFB2	ENST00000252542
SAFB	ENST00000588852
MICOS13	ENST00000309324
HSD11B1L	ENST00000339423
RPL36	ENST00000347512
LONP1	ENST00000360614
CATSPERD	ENST00000381624
PRR22	ENST00000419421
CTB-54O9.9	ENST00000586012
DUS3L	ENST00000309061
NRTN	ENST00000303212
FUT6	ENST00000318336
FUT3	ENST00000589620
AC024592.9	ENST00000589276
FUT5	ENST00000588525
AC024592.12	ENST00000586349
NDUFA11	ENST00000308961
AC104532.3	ENST00000590441
AC104532.2	ENST00000588891
VMAC	ENST00000339485
AC104532.4	ENST00000591109
CAPS	ENST00000588776
RANBP3	ENST00000340578
RANBP3-DT	ENST00000587836
RFX2	ENST00000303657
CTC-232P5.3	ENST00000587759
CTC-232P5.4	ENST00000586415
CTB-66B24.1	ENST00000588342
ACSBG2	ENST00000588485
CTC-503J8.2	ENST00000585766
CTC-503J8.9	ENST00000638271
MLLT1	ENST00000252674
CTC-503J8.4	ENST00000588192
CTC-503J8.8	ENST00000623576
ACER1	ENST00000301452
CTB-180A7.3	ENST00000595644
CLPP	ENST00000245816
ALKBH7	ENST00000245812
PSPN	ENST00000245810
GTF2F1	ENST00000394456
CTB-180A7.6	ENST00000599584
CTB-180A7.8	ENST00000637688
KHSRP	ENST00000600480
SLC25A41	ENST00000321510
SLC25A23	ENST00000301454
CRB3	ENST00000600229
DENND1C	ENST00000381480
CTD-2396E7.11	ENST00000615487
TUBB4A	ENST00000264071
CTD-2396E7.9	ENST00000599292
CTD-2396E7.10	ENST00000596027
TNFSF9	ENST00000245817
CTD-2396E7.7	ENST00000594355
CLIC4P2	ENST00000601934
CD70	ENST00000245903
RPL7P50	ENST00000600588
TNFSF14	ENST00000675206
C3	ENST00000245907
CTD-3128G10.7	ENST00000614781
GPR108	ENST00000264080
TRIP10	ENST00000313244
CTD-3128G10.6	ENST00000594056
SH2D3A	ENST00000245908
VAV1	ENST00000602142
ADGRE1	ENST00000312053
CTC-312O10.3	ENST00000624996
CTC-312O10.2	ENST00000595362
RP11-1137G4.3	ENST00000593558
ADGRE4P	ENST00000597372
RP11-1137G4.4	ENST00000598153
RP11-1137G4.5	ENST00000636139
MBD3L2B	ENST00000636986
MBD3L5	ENST00000329753
MBD3L4	ENST00000381394
MBD3L2	ENST00000381393
MBD3L3	ENST00000333843
ZNF557	ENST00000252840
INSR	ENST00000302850
ARHGEF18	ENST00000668164
ARHGEF18-AS1	ENST00000596946
PEX11G	ENST00000221480
TEX45	ENST00000361664
CTD-2207O23.12	ENST00000599312
ZNF358	ENST00000597229
CTD-2207O23.11	ENST00000602083
MCOLN1	ENST00000264079
CTD-2207O23.10	ENST00000601870
PNPLA6	ENST00000600737
CAMSAP3	ENST00000160298
XAB2	ENST00000358368
PET100	ENST00000594797
CTD-3214H19.4	ENST00000598664
PCP2	ENST00000311069
CTD-3214H19.6	ENST00000601797
STXBP2	ENST00000221283
RPS27AP19	ENST00000597285
RETN	ENST00000221515
MCEMP1	ENST00000333598
CTD-3214H19.16	ENST00000597959
TRAPPC5	ENST00000596148
FCER2	ENST00000597921
CLEC4G	ENST00000328853
CTD-3214H19.17	ENST00000678003
CD209	ENST00000315599
RPL21P129	ENST00000491732
CLEC4M	ENST00000327325
CLEC4GP1	ENST00000596555
EXOSC3P2	ENST00000594464
EVI5L	ENST00000270530
PRR36	ENST00000618550
CTD-3193O13.11	ENST00000597156
LYPLA2P2	ENST00000600506
LRRC8E	ENST00000306708
CTD-3193O13.12	ENST00000539278
MAP2K7	ENST00000397979
CTD-3193O13.13	ENST00000595655
TGFBR3L	ENST00000565886
CTD-3193O13.1	ENST00000564226
SNAPC2	ENST00000221573
CTXN1	ENST00000318978
CTD-3193O13.8	ENST00000594308
TIMM44	ENST00000270538
CTD-3193O13.16	ENST00000652364
ELAVL1	ENST00000407627
CTD-3193O13.14	ENST00000595107
CTD-2325M2.1	ENST00000599756
CCL25	ENST00000315626
FBN3	ENST00000600128
CTD-3020H12.3	ENST00000595307
CERS4	ENST00000251363
CTD-3020H12.4	ENST00000605980
CD320	ENST00000301458
CTD-2550O8.5	ENST00000598884
NDUFA7	ENST00000301457
RPS28	ENST00000600659
KANK3	ENST00000330915
CTD-2550O8.7	ENST00000596405
ANGPTL4	ENST00000301455
RAB11B-AS1	ENST00000593581
RAB11B	ENST00000328024
MARCHF2	ENST00000215555
RP11-886P16.6	ENST00000595706
RP11-886P16.10	ENST00000623944
HNRNPM	ENST00000325495
PRAM1	ENST00000423345
ZNF414	ENST00000393927
MYO1F	ENST00000644032
AC092316.1	ENST00000598703
ADAMTS10	ENST00000597188
AC130469.2	ENST00000597256
NFILZ	ENST00000570582
AC093230.2	ENST00000623340
ACTL9	ENST00000324436
OR2Z1	ENST00000641125
RPL23AP78	ENST00000599928
CTD-2557P19.4	ENST00000600294
ZNF558	ENST00000601372
CTD-2529P6.3	ENST00000594006
MBD3L1	ENST00000595891
CTD-2529P6.4	ENST00000595277
MUC16	ENST00000397910
BOLA3P2	ENST00000586496
OR1M4P	ENST00000589199
OR1M1	ENST00000641627
OR7G2	ENST00000641081
OR7G1	ENST00000541538
OR7G15P	ENST00000617262
OR7G3	ENST00000305444
ZNF317	ENST00000247956
OR7D2	ENST00000641288
ELOCP29	ENST00000588193
OR7E16P	ENST00000592975
OR7E25P	ENST00000344844
OR7D4	ENST00000641669
OR7D1P	ENST00000592739
OR7E24	ENST00000456448
OR7E18P	ENST00000592589
OR7E19P	ENST00000589942
OR7H1P	ENST00000448965
ZNF699	ENST00000591998
CTC-325H20.4	ENST00000591336
ZNF559	ENST00000603380
CTC-325H20.7	ENST00000604303
ZNF559-ZNF177	ENST00000683217
ZNF177	ENST00000589262
CTC-325H20.8	ENST00000634951
ZNF266	ENST00000592904
CTC-325H20.9	ENST00000663347
ZNF560	ENST00000301480
CTC-543D15.3	ENST00000589751
CTC-543D15.9	ENST00000659036
CTC-543D15.1	ENST00000567299
ZNF426	ENST00000253115
ZNF426-DT	ENST00000653468
ZNF121	ENST00000320451
ZNF561	ENST00000302851
ZNF561-AS1	ENST00000652061
ZNF562	ENST00000453372
RPS4XP22	ENST00000480755
ZNF812P	ENST00000457674
CTD-3116E22.8	ENST00000613300
CTD-3116E22.6	ENST00000589783
CTD-3116E22.7	ENST00000585880
CTD-2623N2.3	ENST00000588113
ZNF846	ENST00000397902
UBE2L4	ENST00000587688
CTD-2623N2.5	ENST00000590046
FBXL12	ENST00000247977
RPL10P15	ENST00000585756
UBL5	ENST00000586895
PIN1-DT	ENST00000591174
PIN1	ENST00000247970
OLFM2	ENST00000264833
COL5A3	ENST00000264828
CTD-2553C6.1	ENST00000592332
RDH8	ENST00000591589
C3P1	ENST00000497718
SHFL	ENST00000253110
CTD-2240E14.4	ENST00000589622
ANGPTL6	ENST00000253109
PPAN	ENST00000253107
PPAN-P2RY11	ENST00000393796
P2RY11	ENST00000321826
EIF3G	ENST00000253108
DNMT1	ENST00000359526
S1PR2	ENST00000646641
MRPL4	ENST00000253099
CTD-2369P2.5	ENST00000592893
CTD-2369P2.4	ENST00000587088
ICAM1	ENST00000264832
CTD-2369P2.8	ENST00000589379
ICAM4	ENST00000380770
ICAM5	ENST00000221980
ZGLP1	ENST00000403903
CTD-2369P2.10	ENST00000452032
FDX2	ENST00000393708
CTD-2369P2.12	ENST00000586529
RAVER1	ENST00000617231
AC114271.2	ENST00000612689
ICAM3	ENST00000160262
TYK2	ENST00000525621
CDC37	ENST00000222005
PDE4A	ENST00000380702
KEAP1	ENST00000171111
CTC-429L19.3	ENST00000592671
S1PR5	ENST00000333430
ATG4D	ENST00000309469
KRI1	ENST00000312962
CDKN2D	ENST00000393599
AP1M2	ENST00000250244
CTC-539A10.7	ENST00000603599
SLC44A2	ENST00000335757
ILF3-DT	ENST00000591501
ILF3	ENST00000449870
QTRT1	ENST00000250237
DNM2	ENST00000389253
TMED1	ENST00000214869
HIKESHIP2	ENST00000590455
C19orf38	ENST00000397820
CARM1	ENST00000327064
YIPF2	ENST00000586748
TIMM29	ENST00000270502
SMARCA4	ENST00000344626
CTC-215O4.4	ENST00000587831
LDLR	ENST00000558518
SPC24	ENST00000592540
KANK2	ENST00000586659
DOCK6	ENST00000294618
CTC-510F12.2	ENST00000588634
CTC-510F12.3	ENST00000624079
CTC-510F12.7	ENST00000615848
ANGPTL8	ENST00000252453
TSPAN16	ENST00000590327
CTC-510F12.4	ENST00000586356
RAB3D	ENST00000222120
CTC-510F12.6	ENST00000586051
TMEM205	ENST00000354882
CCDC159	ENST00000458408
PLPPR2	ENST00000251473
CTD-2342J14.6	ENST00000590399
SWSAP1	ENST00000674460
EPOR	ENST00000222139
RGL3	ENST00000380456
ODAD3	ENST00000356392
PRKCSH	ENST00000677123
ELAVL3	ENST00000359227
CTC-398G3.6	ENST00000585656
ZNF653	ENST00000293771
ECSIT	ENST00000270517
CTC-398G3.1	ENST00000483614
CTC-398G3.2	ENST00000463278
CNN1	ENST00000252456
ELOF1	ENST00000586683
ACP5	ENST00000648477
GAPDHP76	ENST00000512278
ZNF627	ENST00000361113
CTC-499B15.5	ENST00000344893
ZNF887P	ENST00000431363
HNRNPA1P10	ENST00000444945
ZNF833P	ENST00000424938
ZNF823	ENST00000341191
CTC-499B15.6	ENST00000586983
CTC-499B15.1	ENST00000436907
ZNF441	ENST00000357901
CTC-499B15.7	ENST00000589227
ZNF491	ENST00000323169
ZNF440	ENST00000304060
CTC-499B15.8	ENST00000585694
ZNF439	ENST00000682736
AC020951.1	ENST00000624361
ZNF69	ENST00000429654
CTD-2006C1.13	ENST00000590798
ZNF700	ENST00000254321
CTD-2006C1.12	ENST00000586394
ZNF763	ENST00000358987
CTC-359D24.6	ENST00000652448
ZNF433-AS1	ENST00000476474
RNA5SP464	ENST00000516251
ZNF433	ENST00000344980
CTD-2006C1.10	ENST00000547473
RNA5SP465	ENST00000391195
ZNF878	ENST00000547628
ZNF844	ENST00000439326
RNA5SP466	ENST00000516737
CTC-359D24.5	ENST00000651606
ZNF788P	ENST00000430298
RSL24D1P8	ENST00000434442
RNA5SP467	ENST00000391274
ZNF20	ENST00000334213
ZNF625-ZNF20	ENST00000430024
CTC-359D24.3	ENST00000486612
ZNF625	ENST00000439556
ZNF136	ENST00000343979
CTD-2666L21.1	ENST00000637896
CTD-2666L21.3	ENST00000461223
ZNF44	ENST00000355684
CTD-2666L21.2	ENST00000428058
ZNF563	ENST00000293725
RPS29P23	ENST00000458635
CTD-3105H18.14	ENST00000435033
CTD-3105H18.4	ENST00000507003
ZNF799	ENST00000430385
CTD-3105H18.16	ENST00000595562
ZNF443	ENST00000301547
CTD-3105H18.18	ENST00000598753
CTD-3105H18.7	ENST00000420038
ZNF709	ENST00000397732
CTD-2192J16.17	ENST00000428311
MTND2P40	ENST00000436718
MTCO1P27	ENST00000448269
MTCO2P27	ENST00000420740
MTATP6P27	ENST00000416987
PPIAP20	ENST00000449839
ZNF564	ENST00000339282
CTD-2192J16.20	ENST00000593682
CTD-2192J16.21	ENST00000601420
CTD-2192J16.11	ENST00000414548
PGK1P2	ENST00000431702
ZNF490	ENST00000311437
ZNF791	ENST00000343325
RPL10P16	ENST00000325000
CTD-2192J16.22	ENST00000597692
MAN2B1	ENST00000456935
CTD-2192J16.24	ENST00000597961
WDR83	ENST00000418543
CTD-2192J16.27	ENST00000648033
WDR83OS	ENST00000596731
CTD-2192J16.28	ENST00000600694
DHPS	ENST00000210060
CTD-2192J16.26	ENST00000593554
GNG14	ENST00000640151
FBXW9	ENST00000393261
CTD-2659N19.2	ENST00000585742
TNPO2	ENST00000425528
CTD-2659N19.4	ENST00000591596
TRIR	ENST00000242784
GET3	ENST00000357332
BEST2	ENST00000553030
HOOK2	ENST00000397668
CTD-2659N19.9	ENST00000590065
JUNB	ENST00000302754
PRDX2	ENST00000301522
CTD-2659N19.10	ENST00000585496
THSD8	ENST00000639810
RNASEH2A	ENST00000221486
RTBDN	ENST00000674343
CTD-2265O21.3	ENST00000588469
MAST1	ENST00000251472
DNASE2	ENST00000222219
CTD-2265O21.7	ENST00000592400
KLF1	ENST00000264834
GCDH	ENST00000222214
RPS6P25	ENST00000464444
SYCE2	ENST00000293695
FARSA	ENST00000314606
FARSA-AS1	ENST00000592636
CALR	ENST00000316448
CTC-425F1.4	ENST00000589120
RAD23A	ENST00000586534
GADD45GIP1	ENST00000316939
DAND5	ENST00000317060
NFIX	ENST00000592199
CTC-239J10.1	ENST00000586630
AC007787.2	ENST00000588095
AC007787.3	ENST00000625100
LYL1	ENST00000264824
TRMT1	ENST00000357720
NACC1	ENST00000292431
AC005546.2	ENST00000591837
CTC-250I14.3	ENST00000591825
STX10	ENST00000587230
IER2	ENST00000292433
CTC-250I14.7	ENST00000656618
CTC-250I14.6	ENST00000592882
RPL12P42	ENST00000481802
CACNA1A	ENST00000360228
CCDC130	ENST00000221554
MRI1	ENST00000040663
CTB-5E10.3	ENST00000591826
C19orf53	ENST00000588234
ZSWIM4	ENST00000254323
CTD-3252C9.2	ENST00000591242
MIR23AHG	ENST00000587762
NANOS3	ENST00000339133
BRME1	ENST00000586783
CC2D1A	ENST00000318003
PODNL1	ENST00000588872
DCAF15	ENST00000254337
RFX1	ENST00000254325
CTB-55O6.13	ENST00000622575
RLN3	ENST00000431365
CTB-55O6.4	ENST00000590528
IL27RA	ENST00000263379
PALM3	ENST00000669674
EEF1DP1	ENST00000585891
MISP3	ENST00000269720
C19orf67	ENST00000548523
SAMD1	ENST00000533683
PRKACA	ENST00000308677
CTB-55O6.10	ENST00000590715
ASF1B	ENST00000263382
ADGRL1-AS1	ENST00000588387
ADGRL1	ENST00000340736
CTD-2189E23.3	ENST00000661911
CTD-2189E23.1	ENST00000592263
CTD-2189E23.2	ENST00000589512
LINC01841	ENST00000586698
LINC01842	ENST00000588275
ADGRE5	ENST00000242786
CTC-548K16.5	ENST00000590626
DDX39A	ENST00000242776
PKN1	ENST00000242783
CTC-548K16.6	ENST00000589702
PTGER1	ENST00000292513
GIPC1	ENST00000393033
SNRPGP15	ENST00000600149
DNAJB1	ENST00000254322
TECR	ENST00000215567
NDUFB7	ENST00000215565
CLEC17A	ENST00000417570
ADGRE3	ENST00000253673
ITGB1P1	ENST00000596032
CTD-3093B17.2	ENST00000621061
ZNF333	ENST00000292530
ADGRE2	ENST00000315576
OR7C1	ENST00000641666
AC005255.3	ENST00000593748
OR7A5	ENST00000322301
OR7A10	ENST00000641129
OR7A8P	ENST00000595427
OR7A2P	ENST00000304105
OR7A17	ENST00000641113
OR7A18P	ENST00000600416
OR7A1P	ENST00000601206
OR7A3P	ENST00000595284
OR7A11P	ENST00000597719
OR7A15P	ENST00000449848
OR7C2	ENST00000248072
SLC1A6	ENST00000594383
CCDC105	ENST00000292574
CASP14	ENST00000427043
OR1I1	ENST00000641398
SYDE1	ENST00000342784
ILVBL	ENST00000263383
ILVBL-AS1	ENST00000598450
