UCSC	Symbol	Refseq	Ensembl
uc001sgp.4	NEUROD4	NM_021191	ENST00000242994
uc010spe.2	OR9K2	NM_001005243	ENST00000305377
uc010spf.2	OR10A7	NM_001005280	ENST00000326258
uc010spg.2	OR6C74	NM_001005490	ENST00000343870
uc010sph.2	OR6C6	NM_001005493	ENST00000358433
uc010spi.2	OR6C1	NM_001005182	ENST00000379668
uc010spj.2	OR6C3	NM_054104	ENST00000379667
uc010spk.2	OR6C75	NM_001005497	ENST00000343399
uc010spl.2	OR6C65	NM_001005518	ENST00000379665
uc010spm.2	OR6C76	NM_001005183	ENST00000328314
uc001sgz.1	OR6C2	NM_054105	ENST00000322678
uc010spn.2	OR6C70	NM_001005499	ENST00000327335
uc031qhq.1	OR6C68	NM_001005519	ENST00000548615
uc010spp.2	OR6C4	NM_001005494	ENST00000394256
uc031qhr.1	OR2AP1	NM_001258285	ENST00000321688
uc010spq.2	OR10P1	NM_206899	ENST00000309675
uc010spr.2	METTL7B	NM_152637	ENST00000394252
uc001shh.3	ITGA7	NM_001144996	ENST00000394230
uc001shl.3	RDH5	NM_001199771	ENST00000257895
uc001shi.4	BLOC1S1	NM_001487	ENST00000549147
uc031qhv.1	CD63	NM_001257390	ENST00000420846
uc001shq.3	GDF11	NM_005811	ENST00000257868
uc001shu.2	DNAJC14	NM_032364	ENST00000317287
uc001shw.1	ORMDL2	NM_014182	ENST00000243045
uc001sib.4	MMP19	NM_002429	ENST00000548882
uc001sif.1	WIBG	NM_032345	ENST00000408946
uc001sim.3	DGKA	NM_201554	ENST00000394147
uc001siq.3	PMEL	NM_001200054	ENST00000360714
uc001sit.4	CDK2	NM_001798	ENST00000266970
uc001siw.3	RAB5B	NM_002868	ENST00000360299
uc001siz.3	SUOX	NM_001032387	ENST00000356124
uc001sjc.1	IKZF4	NM_022465	ENST00000262032
uc001sjf.3	RPS26	NM_001029	ENST00000356464
uc001sjh.3	ERBB3	NM_001982	ENST00000267101
uc001sjm.3	PA2G4	NM_006191	ENST00000303305
uc001sjo.3	RPL41	NM_001035267	ENST00000546591
uc001sjp.1	ZC3H10	NM_032786	ENST00000257940
uc001sjr.3	ESYT1	NM_001184796	ENST00000394048
uc001sjs.3	MYL6B	NM_002475	ENST00000553066
uc001sjx.2	MYL6	NM_079423	ENST00000550697
uc001skb.3	SMARCC2	NM_003075	ENST00000394023
uc001skg.2	RNF41	NM_194359	ENST00000345093
uc001ski.3	NABP2	NM_024068	ENST00000267023
uc010sqj.2	SLC39A5	NM_173596	ENST00000454355
uc001skm.4	ANKRD52	NM_173595	ENST00000267116
uc001sko.4	COQ10A	NM_144576	ENST00000308197
uc001sks.1	CS	NM_004077	ENST00000351328
uc001sku.2	CNPY2	NM_014255	ENST00000273308
uc001skx.3	PAN2	NM_001127460	ENST00000425394
uc001sla.3	IL23A	NM_016584	ENST00000228534
uc001slc.3	STAT2	NM_005419	ENST00000314128
uc001sle.1	APOF	NM_001638	ENST00000398189
uc001slf.2	TIMELESS	NM_003920	ENST00000229201
uc001slh.3	MIP	NM_012064	ENST00000257979
uc031qhz.1	MIP	NM_012064	ENST00000555551
uc001sli.4	SPRYD4	NM_207344	ENST00000338146
uc001slj.3	GLS2	NM_013267	ENST00000311966
uc001sln.2	RBMS2	NM_002898	ENST00000262031
uc001slq.1	BAZ2A	NM_013449	ENST00000179765
uc001slr.3	ATP5B	NM_001686	ENST00000262030
uc001sls.1	SNORD59B	NR_003046	n/a
uc001slt.1	SNORD59A	NR_002737	ENST00000384304
uc001slu.4	PTGES3	NM_006601	ENST00000262033
uc001sma.2	NACA	NM_001113203	ENST00000454682
uc001smd.3	PRIM1	NM_000946	ENST00000552590
uc001smg.1	HSD17B6	NM_003725	ENST00000322165
uc010sqw.2	SDR9C7	NM_148897	ENST00000293502
uc001smi.4	RDH16	NM_003708	ENST00000398138
uc001smk.3	GPR182	NM_007264	ENST00000300098
uc001sml.2	ZBTB39	NM_014830	ENST00000300101
uc001smp.3	TAC3	NM_013251	ENST00000458521
uc009zpd.3	MYO1A	NM_005379	ENST00000300119
uc001smy.3	TMEM194A	NM_001130963	ENST00000300128
uc001smz.3	NAB2	NM_005967	ENST00000300131
uc001sna.3	STAT6	NM_003153	ENST00000300134
uc001snd.3	LRP1	NM_002332	ENST00000243077
uc021qzh.1	MIR1228	NR_031597	ENST00000408438
uc010srf.2	NXPH4	NM_007224	ENST00000349394
uc001snf.2	SHMT2	NM_005412	ENST00000328923
uc001sno.3	NDUFA4L2	NM_020142	ENST00000393825
uc001snp.2	STAC3	NM_145064	ENST00000332782
uc009zpm.1	R3HDM2	NM_014925	ENST00000358907
uc001snv.1	INHBC	NM_005538	ENST00000309668
uc001snw.3	INHBE	NM_031479	ENST00000266646
uc001snx.3	GLI1	NM_005269	ENST00000228682
uc001soc.3	ARHGAP9	NM_032496	ENST00000393791
uc001sog.3	MARS	NM_004990	ENST00000262027
uc021qzk.1	DDIT3	NM_001195055	ENST00000551116
uc001soj.1	MBD6	NM_052897	ENST00000355673
uc001som.2	DCTN2	NM_006400	ENST00000548249
uc001sor.1	KIF5A	NM_004984	ENST00000455537
uc001sot.3	PIP4K2C	NM_024779	ENST00000354947
uc001sow.1	DTX3	NM_178502	ENST00000337737
uc009zpy.4	ARHGEF25	NM_001111270	ENST00000333972
uc001spe.3	SLC26A10	NM_133489	ENST00000379218
uc001spg.2	B4GALNT1	NM_001478	ENST00000341156
uc001spj.3	OS9	NM_006812	ENST00000315970
uc001spq.3	AGAP2	NM_001122772	ENST00000328568
uc001sps.4	AGAP2-AS1	NR_027032	ENST00000542466
uc001spt.3	TSPAN31	NM_005981	ENST00000257910
uc001spv.3	CDK4	NM_000075	ENST00000257904
uc001spx.2	MARCH9	NM_138396	ENST00000266643
uc001spz.1	CYP27B1	NM_000785	ENST00000228606
uc010ssd.2	METTL1	NM_005371	ENST00000324871
uc001sqg.3	METTL21B	NM_015433	ENST00000333012
uc001sqh.3	TSFM	NM_001172696	ENST00000454289
uc001sqj.2	AVIL	NM_006576	ENST00000537081
uc001sqm.3	CTDSP2	NM_005730	ENST00000398073
uc001sqn.2	MIR26A2	NR_029847	ENST00000385054
uc001sqo.3	LOC100506844	NR_038269	ENST00000546580
uc001sqp.3	XRCC6BP1	NM_033276	ENST00000300145
uc001sqr.4	LRIG3	NM_153377	ENST00000320743
uc001sqt.4	SLC16A7	NM_001270622	ENST00000261187
uc001sqw.3	FAM19A2	NM_178539	ENST00000416284
uc001src.2	USP15	NM_001252078	ENST00000280377
uc001sre.3	MON2	NM_015026	ENST00000393630
uc001sri.1	C12orf61	NM_175895	ENST00000408887
uc001srj.2	MIRLET7I	NR_029661	ENST00000362309
uc001srk.3	PPM1H	NM_020700	ENST00000228705
uc001sro.2	AVPR1A	NM_000706	ENST00000299178
uc001srp.1	DPY19L2	NM_173812	ENST00000324472
uc001srq.2	TMEM5	NM_014254	ENST00000261234
uc010ssp.1	SRGAP1	NM_020762	ENST00000355086
uc001srw.4	C12orf66	NM_152440	ENST00000398055
uc021qzu.1	C12orf56	NM_001170633	ENST00000543942
uc001ssb.3	XPOT	NM_007235	ENST00000332707
uc001ssc.2	TBK1	NM_013254	ENST00000331710
uc001ssd.3	RASSF3	NM_178169	ENST00000542104
uc021qzv.1	MIR548Z	NR_037515	n/a
uc021qzw.1	MIR548C	NR_030347	ENST00000384815
uc001ssg.4	GNS	NM_002076	ENST00000258145
uc010sst.2	TBC1D30	NM_015279	ENST00000542120
uc001ssj.2	FLJ41278	NR_033988	ENST00000535058
uc001ssk.3	WIF1	NM_007191	ENST00000286574
uc001ssl.2	LEMD3	NM_014319	ENST00000308330
uc021qzy.1	MSRB3	NM_001193461	ENST00000308259
uc001sso.4	RPSAP52	NR_026825	ENST00000489520
uc001ssx.3	HMGA2	NM_003483	ENST00000403681
uc010ssw.2	LLPH	NM_032338	ENST00000266604
uc001stc.3	TMBIM4	NM_016056	ENST00000358230
uc001sth.3	IRAK3	NM_007199	ENST00000261233
uc001sti.3	HELB	NM_033647	ENST00000545134
uc001stk.3	GRIP1	NM_021150	ENST00000359742
uc001stn.2	CAND1	NM_018448	ENST00000545606
uc001str.4	DYRK2	NM_006482	ENST00000344096
uc001stw.1	IFNG	NM_000619	ENST00000229135
uc001stx.1	IL26	NM_018402	ENST00000229134
uc001sty.1	IL22	NM_020525	ENST00000328087
uc001stz.2	MDM1	NM_017440	ENST00000303145
uc001suc.3	RAP1B	NM_001010942	ENST00000250559
uc021rab.1	SNORA70G	NR_033335	ENST00000383923
uc021rac.1	LOC100507250	NR_038930	ENST00000500695
uc001suf.3	NUP107	NM_020401	ENST00000229179
uc001suh.3	SLC35E3	NM_018656	ENST00000398004
uc031qid.1	LOC100130075	NR_073494	ENST00000541551
uc001sui.4	MDM2	NM_002392	ENST00000462284
uc001suq.3	CPM	NM_001005502	ENST00000551568
uc001sut.4	CPSF6	NM_007007	ENST00000435070
uc021rak.1	MIR1279	NR_031692	n/a
uc001suw.2	LYZ	NM_000239	ENST00000261267
uc001sux.3	YEATS4	NM_006530	ENST00000247843
uc001suz.3	FRS2	NM_001042555	ENST00000299293
uc021ram.1	MIR3913-1	NR_037475	ENST00000577744
uc021ran.1	MIR3913-2	NR_037476	n/a
uc001svb.1	CCT2	NM_006431	ENST00000299300
uc001svc.3	LRRC10	NM_201550	ENST00000361484
uc001svg.3	BEST3	NM_032735	ENST00000330891
uc001svm.3	RAB3IP	NM_022456	ENST00000550536
uc001svv.3	CNOT2	NM_014515	ENST00000229195
uc001svx.3	KCNMB4	NM_014505	ENST00000258111
uc001swc.4	PTPRB	NM_001109754	ENST00000334414
uc001swi.2	PTPRR	NM_002849	ENST00000283228
uc001swj.1	TSPAN8	NM_004616	ENST00000247829
uc001swl.4	LGR5	NM_003667	ENST00000266674
uc001swo.2	ZFC3H1	NM_144982	ENST00000378743
uc001swq.3	THAP2	NM_031435	ENST00000308086
uc001sws.3	TMEM19	NM_018279	ENST00000266673
uc001swt.3	RAB21	NM_014999	ENST00000261263
uc001swu.3	TBC1D15	NM_022771	ENST00000550746
uc010stu.2	MRS2P2	NR_024072	ENST00000550293
uc009zrw.1	TPH2	NM_173353	ENST00000333850
uc010stv.2	TRHDE-AS1	NR_026836	ENST00000426250
uc001sxa.3	TRHDE	NM_013381	ENST00000261180
uc009zrx.3	LOC100507377	NR_038300	ENST00000549905
uc001sxd.4	ATXN7L3B	NM_001136262	ENST00000519948
uc001sxg.2	KCNC2	NM_139137	ENST00000549446
uc001sxk.4	CAPS2	NM_032606	ENST00000409445
uc001sxn.3	GLIPR1L1	NM_152779	ENST00000312442
uc001sxr.2	GLIPR1L2	NM_001270396	ENST00000550916
uc001sxs.3	GLIPR1	NM_006851	ENST00000266659
uc001sxt.3	KRR1	NM_007043	ENST00000229214
uc001sxu.3	PHLDA1	NM_007350	ENST00000266671
uc001sxx.2	NAP1L1	NM_004537	ENST00000261182
uc001syd.1	BBS10	NM_024685	ENST00000393262
uc001sye.1	OSBPL8	NM_020841	ENST00000261183
uc001syk.1	ZDHHC17	NM_015336	ENST00000426126
uc001syl.1	CSRP2	NM_001321	ENST00000311083
uc001sym.4	E2F7	NM_203394	ENST00000322886
uc001syo.3	NAV3	NM_014903	ENST00000397909
uc001syv.3	SYT1	NM_001135806	ENST00000261205
uc021ray.1	MIR1252	NR_031700	ENST00000408861
uc031qig.1	MIR5692B	NR_049889	n/a
uc001syx.3	PAWR	NM_002583	ENST00000328827
uc001syz.3	PPP1R12A	NM_002480	ENST00000450142
uc001szd.3	OTOGL	NM_173591	ENST00000458043
uc001sze.2	PTPRQ	NM_001145026	ENST00000266688
uc001szf.2	MYF6	NM_002469	ENST00000228641
uc001szg.2	MYF5	NM_005593	ENST00000228644
uc001szj.1	LIN7A	NM_004664	ENST00000552864
uc021rbb.1	MIR617	NR_030348	ENST00000385030
uc021rbc.1	MIR618	NR_030349	ENST00000385287
uc001szl.1	ACSS3	NM_024560	ENST00000548058
uc021rbd.1	MIR4699	NR_039848	ENST00000578957
uc031qis.1	PPFIA2	NM_003625	ENST00000549396
uc001szp.4	CCDC59	NM_014167	ENST00000256151
uc001szq.3	METTL25	NM_032230	ENST00000248306
uc001szt.3	TMTC2	NM_152588	ENST00000321196
uc001szv.4	SLC6A15	NM_182767	ENST00000266682
uc009zsj.3	TSPAN19	NM_001100917	ENST00000532498
uc001tac.3	LRRIQ1	NM_001079910	ENST00000393217
uc001tae.4	ALX1	NM_006982	ENST00000316824
uc001taf.1	RASSF9	NM_005447	ENST00000361228
uc001tag.3	NTS	NM_006183	ENST00000256010
uc001tal.4	MGAT4C	NM_013244	ENST00000549405
uc021rbp.1	MIR548AL	NR_039710	n/a
uc021rbq.1	MKRN9P	NR_033410	ENST00000546624
uc001tam.1	C12orf50	NM_152589	ENST00000298699
uc001tao.3	C12orf29	NM_001009894	ENST00000356891
uc001tar.3	CEP290	NM_025114	ENST00000552810
uc001tau.3	TMTC3	NM_181783	ENST00000266712
uc001tav.3	KITLG	NM_000899	ENST00000378535
uc001tax.1	LOC728084	NR_038385	ENST00000500381
uc001tay.3	DUSP6	NM_001946	ENST00000279488
uc001tbd.3	GALNT4	NM_003774	ENST00000529983
uc001tbh.3	ATP2B1	NM_001682	ENST00000261173
uc001tbi.4	LINC00936	NR_028138	ENST00000605386
uc021rbs.1	LINC00615	NR_038868	ENST00000546725
uc001tbj.3	CCER1	NM_152638	ENST00000358859
uc001tbk.3	EPYC	NM_004950	ENST00000261172
uc001tbl.3	KERA	NM_007035	ENST00000266719
uc001tbm.3	LUM	NM_002345	ENST00000266718
uc001tbt.3	DCN	NM_133503	ENST00000393155
uc001tbx.2	LOC256021	NM_001256374	ENST00000551843
uc001tby.3	BTG1	NM_001731	ENST00000256015
uc001tcb.1	CLLU1OS	NM_001025232	ENST00000378487
uc001tcf.2	CLLU1	NM_001025233	ENST00000378485
uc001tch.2	C12orf74	NM_001037671	ENST00000397833
uc001tcj.2	PLEKHG7	NM_001004330	ENST00000344636
uc001tck.3	EEA1	NM_003566	ENST00000322349
uc021rbu.1	LOC643339	NR_040096	ENST00000548890
uc001tcm.3	NUDT4	NM_019094	ENST00000415493
uc001tcp.3	UBE2N	NM_003348	ENST00000318066
uc001tcr.3	MRPL42	NM_172177	ENST00000549982
uc021rbw.1	SOCS2-AS1	NR_038263	ENST00000551626
uc031qjc.1	SOCS2	NM_001270471	ENST00000340600
uc001tda.3	CRADD	NM_003805	ENST00000332896
uc001tdc.3	PLXNC1	NM_005761	ENST00000258526
uc001tde.3	CCDC41	NM_001042399	ENST00000397809
uc001tdh.4	CCDC41-AS1	NR_027035	n/a
uc031qjd.1	MIR5700	NR_049885	ENST00000582250
uc001tdj.2	TMCC3	NM_020698	ENST00000261226
uc001tdk.2	KRT19P2	NR_036685	ENST00000557173
uc001tdl.4	NDUFA12	NM_018838	ENST00000327772
uc001tdm.5	NR2C1	NM_003297	ENST00000333003
uc001tdp.4	FGD6	NM_018351	ENST00000343958
uc001tdz.2	VEZT	NM_017599	ENST00000436874
uc001tea.1	MIR331	NR_029895	ENST00000362302
uc001teb.3	MIR3685	NR_037456	ENST00000579373
uc001tec.3	METAP2	NM_006838	ENST00000323666
uc001teg.3	USP44	NM_001042403	ENST00000258499
uc031qjf.1	PGAM1P5	NR_077225	ENST00000552554
uc001tei.3	NTN4	NM_021229	ENST00000343702
uc001tej.3	SNRPF	NM_003095	ENST00000266735
uc001tek.2	CCDC38	NM_182496	ENST00000344280
uc001tel.2	AMDHD1	NM_152435	ENST00000266736
uc001tem.2	HAL	NM_002108	ENST00000261208
uc001ten.2	LTA4H	NM_000895	ENST00000228740
uc001teo.1	ELK3	NM_005230	ENST00000228741
uc009ztk.3	CDK17	NM_001170464	ENST00000261211
uc001tev.4	NEDD1	NM_001135176	ENST00000266742
uc001tey.1	RMST	NR_024037	ENST00000541282
uc021rcf.1	MIR1251	NR_031653	ENST00000408552
uc001tfb.3	MIR135A2	NR_029678	ENST00000384854
uc001tfd.3	LOC643711	NR_077240	ENST00000550548
uc021rch.1	MIR4303	NR_036189	ENST00000581299
uc009ztm.2	SLC9A7P1	NR_033801	ENST00000554295
uc001tff.2	LOC643770	NR_038383	ENST00000501499
uc001tfg.3	TMPO-AS1	NR_027157	ENST00000548760
uc001tfh.2	TMPO	NM_003276	ENST00000266732
uc001tfo.3	SLC25A3	NM_005888	ENST00000228318
uc001tfu.1	SNORA53	NR_003015	ENST00000391141
uc001tfx.4	IKBIP	NM_153687	ENST00000299157
uc001tfz.3	APAF1	NM_181861	ENST00000357310
uc001tge.2	ANKS1B	NM_152788	ENST00000547776
uc001tgn.3	FAM71C	NM_153364	ENST00000324341
uc001tgq.3	UHRF1BP1L	NM_015054	ENST00000279907
uc001tgz.4	GOLGA2P5	NR_024261	ENST00000421840
uc021rco.1	MIR1827	NR_031728	n/a
uc001thb.2	ACTR6	NM_022496	ENST00000188312
uc001thi.3	DEPDC4	NM_152317	ENST00000416321
uc001thn.3	SCYL2	NM_017988	ENST00000360820
uc010svi.2	SLC17A8	NM_139319	ENST00000323346
uc001tht.2	NR1H4	NM_001206993	ENST00000548884
uc001thu.3	GAS2L3	NM_174942	ENST00000547754
uc001thw.2	ANO4	NM_178826	ENST00000392979
uc001thz.4	SLC5A8	NM_145913	ENST00000536262
uc001tia.1	UTP20	NM_014503	ENST00000261637
uc001tib.3	ARL1	NM_001177	ENST00000261636
uc021rcq.1	SPIC	NM_152323	ENST00000551346
uc010svs.2	MYBPC1	NM_001254718	ENST00000441232
uc001tin.3	CHPT1	NM_020244	ENST00000229266
uc001tis.3	SYCP3	NM_001177948	ENST00000478139
uc001tit.3	GNPTAB	NM_024312	ENST00000299314
uc001tix.3	DRAM1	NM_018370	ENST00000258534
uc010svw.2	CCDC53	NM_016053	ENST00000240079
uc001tjc.3	NUP37	NM_024057	ENST00000552283
uc001tjf.3	PARPBP	NM_017915	ENST00000327680
uc001tjl.3	PMCH	NM_002674	ENST00000329406
uc001tjp.4	IGF1	NM_001111285	ENST00000307046
uc021rct.1	LINC00485	NR_033855	ENST00000547179
uc001tjq.1	PAH	NM_000277	ENST00000553106
uc001tjr.4	ASCL1	NM_004316	ENST00000266744
uc001tjt.2	C12orf42	NM_198521	ENST00000548883
uc001tjw.3	STAB2	NM_017564	ENST00000388887
uc010swe.1	NT5DC3	NM_001031701	ENST00000392876
uc001tkb.2	HSP90B1	NM_003299	ENST00000299767
uc009zuj.2	C12orf73	NM_001135570	ENST00000378090
uc001tkg.3	TDG	NM_003211	ENST00000392872
uc001tkh.1	GLT8D2	NM_031302	ENST00000360814
uc001tkj.4	HCFC2	NM_013320	ENST00000229330
uc001tkl.1	NFYB	NM_006166	ENST00000240055
uc021rcx.2	TXNRD1	NM_001093771	ENST00000525566
uc001tkw.3	EID3	NM_001008394	ENST00000527879
uc001tkz.3	CHST11	NM_018413	ENST00000303694
uc021rdd.1	MIR3922	NR_037487	ENST00000585192
uc001tla.3	SLC41A2	NM_032148	ENST00000258538
uc001tlb.3	C12orf45	NM_152318	ENST00000552951
uc001tlc.3	ALDH1L2	NM_001034173	ENST00000258494
uc001tld.3	KIAA1033	NM_015275	ENST00000332180
uc010swu.1	APPL2	NM_001251904	ENST00000258530
uc001tlh.4	C12orf75	NM_001145199	ENST00000443585
uc001tlj.1	NUAK1	NM_014840	ENST00000261402
uc001tlk.3	CKAP4	NM_006825	ENST00000378026
uc001tln.3	TCP11L2	NM_152772	ENST00000299045
uc001tlp.3	POLR3B	NM_018082	ENST00000228347
uc021rdg.1	LOC100287944	NR_040246	ENST00000549203
uc001tlt.3	RFX4	NM_001206691	ENST00000392842
uc001tlu.3	LOC100505978	NR_038912	ENST00000547531
uc001tlx.3	RIC8B	NM_018157	ENST00000392837
uc001tmb.3	C12orf23	NM_152261	ENST00000280756
uc001tmg.2	MTERFD3	NM_025198	ENST00000240050
uc001tmi.4	CRY1	NM_004075	ENST00000008527
uc001tmk.1	BTBD11	NM_001018072	ENST00000280758
uc001tmo.1	PWP1	NM_007062	ENST00000412830
uc001tmp.3	PRDM4	NM_012406	ENST00000228437
uc001tmr.3	ASCL4	NM_203436	ENST00000342331
uc021rdi.1	LOC728739	NR_037629	ENST00000547904
uc001tms.3	WSCD2	NM_014653	ENST00000261400
uc009zuw.3	CMKLR1	NM_001142345	ENST00000412676
uc001tmx.1	FICD	NM_007076	ENST00000552695
uc001tmz.1	SART3	NM_014706	ENST00000228284
uc010sxc.2	ISCU	NM_213595	ENST00000311893
uc001tng.3	TMEM119	NM_181724	ENST00000392806
uc010sxe.2	SELPLG	NM_001206609	ENST00000388962
uc009zva.4	CORO1C	NM_001105237	ENST00000261401
uc001tnm.3	SSH1	NM_018984	ENST00000326495
uc001tnr.4	DAO	NM_001917	ENST00000228476
uc010sxh.1	SVOP	NM_018711	ENST00000299134
uc010sxi.2	USP30	NM_032663	ENST00000257548
uc021rdn.1	USP30-AS1	NR_038996	ENST00000478808
uc010sxj.1	ALKBH2	NM_001145375	ENST00000343075
uc001tnz.2	UNG	NM_080911	ENST00000242576
uc001toc.3	ACACB	NM_001093	ENST00000338432
uc001toe.4	FOXN4	NM_213596	ENST00000299162
uc010sxn.1	MYO1H	NM_001101421	ENST00000310903
uc001toi.1	KCTD10	NM_031954	ENST00000228495
uc001toq.4	UBE3B	NM_183415	ENST00000434735
uc001tou.3	MMAB	NM_052845	ENST00000545712
uc001toy.4	MVK	NM_001114185	ENST00000228510
uc001tpd.2	FAM222A	NM_032829	ENST00000538780
uc031qjl.1	FAM222A-AS1	NR_026661	ENST00000541723
uc001tpk.2	TRPV4	NM_021625	ENST00000261740
uc021rdr.1	MIR4497	NR_039718	ENST00000583208
uc001tpm.3	GLTP	NM_016433	ENST00000318348
uc001tpn.3	TCHP	NM_001143852	ENST00000405876
uc001tps.2	GIT2	NM_057169	ENST00000360185
uc001tpx.3	ANKRD13A	NM_033121	ENST00000261739
uc001tqe.2	C12orf76	NM_207435	ENST00000309050
uc001tqd.1	C12orf76	NM_207435	ENST00000309050
uc001tqi.3	IFT81	NM_001143779	ENST00000552912
uc001tqk.4	ATP2A2	NM_170665	ENST00000395494
uc001tqo.2	ANAPC7	NM_016238	ENST00000455511
uc001tqq.3	ARPC3	NM_005719	ENST00000228825
uc021rdu.1	GPN3	NM_001164372	ENST00000543199
uc001tqu.4	FAM216A	NM_013300	ENST00000377673
uc001tqx.3	VPS29	NM_057180	ENST00000360579
uc001trf.4	RAD9B	NM_152442	ENST00000409246
uc001trh.1	PPTC7	NM_139283	ENST00000354300
uc001trn.4	TCTN1	NM_001082538	ENST00000551590
uc001trs.2	HVCN1	NM_032369	ENST00000242607
uc021rdx.1	PPP1CC	NM_001244974	ENST00000335007
uc001trv.1	CCDC63	NM_152591	ENST00000308208
uc001try.4	MYL2	NM_000432	ENST00000228841
uc001trz.3	LOC100131138	NR_036513	ENST00000331096
uc001tsa.2	CUX2	NM_015267	ENST00000261726
uc009zvu.3	FAM109A	NM_001177997	ENST00000392658
uc001tse.3	SH2B3	NM_005475	ENST00000341259
uc001tsj.3	ATXN2	NM_002973	ENST00000377617
uc001tsn.4	BRAP	NM_006768	ENST00000419234
uc009zvx.3	ACAD10	NM_001136538	ENST00000455480
uc001tst.3	ALDH2	NM_000690	ENST00000261733
uc001tsy.2	MAPKAPK5-AS1	NR_015404	ENST00000428207
uc001tta.4	MAPKAPK5	NM_139078	ENST00000550735
uc021rea.1	ADAM1A	NR_036636	ENST00000602903
uc001ttd.2	TMEM116	NM_001193531	ENST00000354825
uc001ttk.1	ERP29	NM_006817	ENST00000261735
uc001ttm.3	NAA25	NM_024953	ENST00000261745
uc001ttp.3	TRAFD1	NM_006700	ENST00000257604
uc021reb.1	HECTD4	NM_001109662	ENST00000550722
uc001ttv.3	RPL6	NM_000970	ENST00000202773
uc001ttx.3	PTPN11	NM_002834	ENST00000351677
uc001ttz.3	RPH3A	NM_001143854	ENST00000389385
uc001tud.3	OAS1	NM_016816	ENST00000202917
uc001tug.3	OAS3	NM_006187	ENST00000228928
uc001tuj.3	OAS2	NM_016817	ENST00000342315
uc001tuk.1	DTX1	NM_004416	ENST00000257600
uc001tul.3	RASAL1	NM_001193521	ENST00000546530
uc010sys.2	CCDC42B	NM_001144872	ENST00000335621
uc001tuq.4	DDX54	NM_001111322	ENST00000314045
uc001tur.1	C12orf52	NM_032848	ENST00000548278
uc001tuu.3	IQCD	NM_138451	ENST00000299732
uc001tux.3	TPCN1	NM_001143819	ENST00000550785
uc001tvc.3	SLC24A6	NM_024959	ENST00000202831
uc001tve.2	PLBD2	NM_173542	ENST00000280800
uc001tvg.3	SDS	NM_006843	ENST00000257549
uc001tvi.3	SDSL	NM_138432	ENST00000345635
uc001tvj.1	LHX5	NM_022363	ENST00000261731
uc009zwi.2	RBM19	NM_001146699	ENST00000545145
uc001tvo.4	TBX5	NM_181486	ENST00000310346
uc021red.1	TBX5-AS1	NR_038440	ENST00000528549
uc001tvt.1	TBX3	NM_016569	ENST00000349155
uc001tvw.3	MED13L	NM_015335	ENST00000281928
uc021reh.1	MIR620	NR_030351	ENST00000385232
uc021rei.1	MIR4472-2	NR_039683	ENST00000582069
uc001tvx.1	LINC00173	NR_027345	ENST00000480237
uc009zwk.1	MAP1LC3B2	NM_001085481	ENST00000306985
uc001tvz.1	C12orf49	NM_024738	ENST00000261318
uc009zwn.3	RNFT2	NM_001109903	ENST00000392549
uc001twe.4	HRK	NM_003806	ENST00000257572
uc001twg.1	FBXW8	NM_153348	ENST00000455858
uc001twh.3	TESC	NM_017899	ENST00000470612
uc001twk.3	FBXO21	NM_033624	ENST00000427718
uc001twn.2	NOS1	NM_001204218	ENST00000317775
uc001two.2	KSR2	NM_173598	ENST00000425217
uc001twq.3	RFC5	NM_007370	ENST00000229043
uc001twr.2	WSB2	NM_018639	ENST00000315436
uc001tws.3	VSIG10	NM_019086	ENST00000359236
uc001twu.1	PEBP1	NM_002567	ENST00000261313
uc001twy.4	TAOK3	NM_016281	ENST00000392533
uc001twz.3	SUDS3	NM_022491	ENST00000543473
uc001txa.2	SRRM4	NM_194286	ENST00000267260
uc001txb.3	HSPB8	NM_014365	ENST00000281938
uc001txe.3	CCDC60	NM_178499	ENST00000327554
uc010szd.1	TMEM233	NM_001136534	ENST00000426426
uc001txg.3	PRKAB1	NM_006253	ENST00000229328
uc001txj.2	CIT	NM_001206999	ENST00000392521
uc021rer.1	MIR1178	NR_031589	ENST00000408396
uc001txl.1	CCDC64	NM_207311	ENST00000397558
uc001txm.2	RAB35	NM_006861	ENST00000229340
uc001txo.3	GCN1L1	NM_006836	ENST00000300648
uc021res.1	MIR4498	NR_039719	ENST00000577599
uc001txq.3	RPLP0	NM_001002	ENST00000392514
uc021reu.1	PXN-AS1	NR_038924	ENST00000542265
uc001txv.3	PXN	NM_001243756	ENST00000267257
uc001tyc.3	SIRT4	NM_012240	ENST00000202967
uc001tyd.3	PLA2G1B	NM_000928	ENST00000308366
uc001tye.2	MSI1	NM_002442	ENST00000257552
uc001tyf.2	COX6A1	NM_004373	ENST00000229379
uc001tyg.3	TRIAP1	NM_016399	ENST00000546954
uc010szi.2	GATC	NM_176818	ENST00000551765
uc001tyi.3	SRSF9	NM_003769	ENST00000229390
uc001tym.3	DYNLL1	NM_001037495	ENST00000242577
uc001tyk.2	DYNLL1-AS1	NR_038854	ENST00000500741
uc001tyn.3	COQ5	NM_032314	ENST00000288532
uc001typ.4	RNF10	NM_014868	ENST00000325954
uc001tys.3	POP5	NM_015918	ENST00000357500
uc001tyu.3	CABP1	NM_001033677	ENST00000316803
uc001tyy.1	MLEC	NM_014730	ENST00000228506
uc001tyz.4	UNC119B	NM_001080533	ENST00000344651
