Gene Symbol	Transcript	Source	Matches Old Trx 
MIR570HG	NR_122105	LongestTrx	Y
MIR571	NR_030297	LongestTrx	N
MIR572	NR_030298	LongestTrx	Y
MIR573	NR_030299	LongestTrx	Y
MIR5739	NR_106713	LongestTrx	N
MIR574	NR_030300	LongestTrx	Y
MIR575	NR_030301	LongestTrx	Y
MIR576	NR_030302	LongestTrx	N
MIR577	NR_030303	LongestTrx	Y
MIR578	NR_030304	LongestTrx	Y
MIR5787	NR_106714	LongestTrx	N
MIR579	NR_030305	LongestTrx	N
MIR580	NR_030306	LongestTrx	Y
MIR581	NR_030307	LongestTrx	Y
MIR582	NR_030308	LongestTrx	N
MIR583	NR_030309	LongestTrx	Y
MIR584	NR_030310	LongestTrx	N
MIR585	NR_030311	LongestTrx	Y
MIR586	NR_030313	LongestTrx	Y
MIR587	NR_030314	LongestTrx	N
MIR588	NR_030316	LongestTrx	N
MIR589	NR_030318	LongestTrx	Y
MIR590	NR_030321	LongestTrx	Y
MIR591	NR_030322	LongestTrx	Y
MIR592	NR_030323	LongestTrx	Y
MIR593	NR_030324	LongestTrx	Y
MIR595	NR_030325	LongestTrx	Y
MIR596	NR_030326	LongestTrx	Y
MIR597	NR_030327	LongestTrx	Y
MIR598	NR_030328	LongestTrx	Y
MIR599	NR_030329	LongestTrx	Y
MIR600	NR_030331	LongestTrx	N
MIR600HG	NR_026677	LongestTrx	Y
MIR601	NR_030332	LongestTrx	Y
MIR602	NR_030333	LongestTrx	Y
MIR603	NR_030334	LongestTrx	Y
MIR604	NR_030335	LongestTrx	Y
MIR605	NR_030336	LongestTrx	Y
MIR606	NR_030337	LongestTrx	N
MIR6068	NR_106716	LongestTrx	N
MIR6069	NR_106717	LongestTrx	N
MIR607	NR_030338	LongestTrx	N
MIR6070	NR_106718	LongestTrx	N
MIR6071	NR_106719	LongestTrx	N
MIR6072	NR_106720	LongestTrx	N
MIR6073	NR_106721	LongestTrx	N
MIR6074	NR_106722	LongestTrx	N
MIR6075	NR_106723	LongestTrx	N
MIR6076	NR_106724	LongestTrx	N
MIR6077	NR_106967	LongestTrx	N
MIR6078	NR_106726	LongestTrx	N
MIR6079	NR_106727	LongestTrx	N
MIR608	NR_030339	LongestTrx	Y
MIR6080	NR_106728	LongestTrx	N
MIR6081	NR_106729	LongestTrx	N
MIR6082	NR_106730	LongestTrx	N
MIR6083	NR_106731	LongestTrx	N
MIR6084	NR_106732	LongestTrx	N
MIR6085	NR_106733	LongestTrx	N
MIR6086	NR_106734	LongestTrx	N
MIR6088	NR_106736	LongestTrx	N
MIR609	NR_030340	LongestTrx	Y
MIR6090	NR_106738	LongestTrx	N
MIR610	NR_030341	LongestTrx	Y
MIR611	NR_030342	LongestTrx	Y
MIR612	NR_030343	LongestTrx	N
MIR6124	NR_106739	LongestTrx	N
MIR6125	NR_106740	LongestTrx	N
MIR6126	NR_106741	LongestTrx	N
MIR6127	NR_106742	LongestTrx	N
MIR6129	NR_106745	LongestTrx	N
MIR613	NR_030344	LongestTrx	Y
MIR6130	NR_106746	LongestTrx	N
MIR6131	NR_106747	LongestTrx	N
MIR6132	NR_106748	LongestTrx	N
MIR6133	NR_106749	LongestTrx	N
MIR6134	NR_106750	LongestTrx	N
MIR614	NR_030345	LongestTrx	Y
MIR615	NR_030753	LongestTrx	Y
MIR616	NR_030346	LongestTrx	N
MIR6165	NR_106751	LongestTrx	N
MIR617	NR_030348	LongestTrx	Y
MIR618	NR_030349	LongestTrx	Y
MIR619	NR_030350	LongestTrx	N
MIR620	NR_030351	LongestTrx	Y
MIR621	NR_030352	LongestTrx	N
MIR622	NR_030754	LongestTrx	Y
MIR623	NR_030353	LongestTrx	Y
MIR624	NR_030354	LongestTrx	Y
MIR625	NR_030355	LongestTrx	N
MIR626	NR_030356	LongestTrx	Y
MIR627	NR_030357	LongestTrx	Y
MIR628	NR_030358	LongestTrx	Y
MIR629	NR_030714	LongestTrx	Y
MIR630	NR_030359	LongestTrx	Y
MIR631	NR_030360	LongestTrx	Y
MIR632	NR_030362	LongestTrx	N
MIR633	NR_030363	LongestTrx	N
MIR634	NR_030364	LongestTrx	Y
MIR635	NR_030365	LongestTrx	Y
MIR636	NR_030366	LongestTrx	Y
MIR637	NR_030367	LongestTrx	N
MIR638	NR_030368	LongestTrx	Y
MIR639	NR_030369	LongestTrx	N
MIR640	NR_030370	LongestTrx	N
MIR641	NR_030371	LongestTrx	Y
MIR642A	NR_030372	LongestTrx	Y
MIR642B	NR_037512	LongestTrx	Y
MIR643	NR_030373	LongestTrx	Y
MIR644A	NR_030374	LongestTrx	Y
MIR645	NR_030375	LongestTrx	Y
MIR646	NR_030376	LongestTrx	N
MIR646HG	NR_046099	LongestTrx	Y
MIR647	NR_030377	LongestTrx	Y
MIR648	NR_030378	LongestTrx	Y
MIR649	NR_030379	LongestTrx	N
MIR6499	NR_106752	LongestTrx	N
MIR650	NR_030755	LongestTrx	Y
MIR6500	NR_106754	LongestTrx	N
MIR6501	NR_106756	LongestTrx	N
MIR6502	NR_106757	LongestTrx	N
MIR6503	NR_106758	LongestTrx	N
MIR6504	NR_106759	LongestTrx	N
MIR6505	NR_106760	LongestTrx	N
MIR6507	NR_106762	LongestTrx	N
MIR6508	NR_106763	LongestTrx	N
MIR6509	NR_106764	LongestTrx	N
MIR651	NR_030380	LongestTrx	Y
MIR6510	NR_106765	LongestTrx	N
MIR6512	NR_106767	LongestTrx	N
MIR6513	NR_106768	LongestTrx	N
MIR6514	NR_106769	LongestTrx	N
MIR6515	NR_106770	LongestTrx	N
MIR6516	NR_106997	LongestTrx	N
MIR652	NR_030381	LongestTrx	N
MIR6529	NR_162125	LongestTrx	N
MIR653	NR_030388	LongestTrx	Y
MIR654	NR_030390	LongestTrx	Y
MIR655	NR_030391	LongestTrx	Y
MIR656	NR_030392	LongestTrx	Y
MIR657	NR_030394	LongestTrx	Y
MIR658	NR_030395	LongestTrx	N
MIR659	NR_030396	LongestTrx	Y
MIR660	NR_030397	LongestTrx	Y
MIR661	NR_030383	LongestTrx	Y
MIR662	NR_030384	LongestTrx	Y
MIR663A	NR_030386	LongestTrx	Y
MIR663AHG	NR_040095	LongestTrx	Y
MIR663B	NR_031608	LongestTrx	Y
MIR664A	NR_031705	LongestTrx	N
MIR664B	NR_049842	LongestTrx	N
MIR665	NR_030617	LongestTrx	Y
MIR668	NR_030408	LongestTrx	Y
MIR670	NR_031577	LongestTrx	Y
MIR670HG	NR_131246	LongestTrx	N
MIR671	NR_030407	LongestTrx	N
MIR6715A	NR_106771	LongestTrx	N
MIR6715B	NR_106772	LongestTrx	N
MIR6716	NR_106773	LongestTrx	N
MIR6717	NR_106774	LongestTrx	N
MIR6718	NR_106776	LongestTrx	N
MIR6720	NR_106778	LongestTrx	N
MIR6722	NR_106780	LongestTrx	N
MIR6726	NR_106784	LongestTrx	N
MIR6727	NR_106785	LongestTrx	N
MIR6728	NR_106786	LongestTrx	N
MIR6729	NR_106787	LongestTrx	N
MIR6730	NR_106788	LongestTrx	N
MIR6731	NR_106789	LongestTrx	N
MIR6732	NR_106790	LongestTrx	N
MIR6733	NR_106791	LongestTrx	N
MIR6734	NR_106792	LongestTrx	N
MIR6735	NR_106793	LongestTrx	N
MIR6736	NR_106794	LongestTrx	N
MIR6737	NR_106795	LongestTrx	N
MIR6738	NR_106796	LongestTrx	N
MIR6739	NR_106797	LongestTrx	N
MIR6740	NR_106798	LongestTrx	N
MIR6741	NR_106799	LongestTrx	N
MIR6742	NR_106800	LongestTrx	N
MIR6743	NR_106801	LongestTrx	N
MIR6744	NR_106802	LongestTrx	N
MIR6745	NR_106803	LongestTrx	N
MIR6746	NR_106804	LongestTrx	N
MIR6747	NR_106805	LongestTrx	N
MIR6748	NR_106806	LongestTrx	N
MIR6749	NR_106807	LongestTrx	N
MIR6750	NR_106808	LongestTrx	N
MIR6751	NR_106809	LongestTrx	N
MIR6752	NR_106810	LongestTrx	N
MIR6753	NR_106811	LongestTrx	N
MIR6754	NR_106812	LongestTrx	N
MIR6755	NR_106813	LongestTrx	N
MIR6756	NR_106814	LongestTrx	N
MIR6757	NR_106815	LongestTrx	N
MIR6758	NR_106816	LongestTrx	N
MIR6759	NR_106817	LongestTrx	N
MIR676	NR_037494	LongestTrx	Y
MIR6760	NR_106818	LongestTrx	N
MIR6761	NR_106819	LongestTrx	N
MIR6762	NR_106820	LongestTrx	N
MIR6763	NR_106821	LongestTrx	N
MIR6764	NR_106822	LongestTrx	N
MIR6765	NR_106823	LongestTrx	N
MIR6766	NR_106824	LongestTrx	N
MIR6767	NR_106825	LongestTrx	N
MIR6768	NR_106826	LongestTrx	N
MIR6769A	NR_106827	LongestTrx	N
MIR6769B	NR_106919	LongestTrx	N
MIR6771	NR_106829	LongestTrx	N
MIR6772	NR_106830	LongestTrx	N
MIR6773	NR_106831	LongestTrx	N
MIR6774	NR_106832	LongestTrx	N
MIR6775	NR_106833	LongestTrx	N
MIR6776	NR_106834	LongestTrx	N
MIR6777	NR_106835	LongestTrx	N
MIR6779	NR_106837	LongestTrx	N
MIR6780A	NR_106838	LongestTrx	N
MIR6780B	NR_106894	LongestTrx	N
MIR6781	NR_106839	LongestTrx	N
MIR6782	NR_106840	LongestTrx	N
MIR6783	NR_106841	LongestTrx	N
MIR6784	NR_106842	LongestTrx	N
MIR6785	NR_106843	LongestTrx	N
MIR6786	NR_106844	LongestTrx	N
MIR6787	NR_106845	LongestTrx	N
MIR6788	NR_106846	LongestTrx	N
MIR6789	NR_106847	LongestTrx	N
MIR6790	NR_106848	LongestTrx	N
MIR6791	NR_106849	LongestTrx	N
MIR6792	NR_106850	LongestTrx	N
MIR6793	NR_106851	LongestTrx	N
MIR6794	NR_106852	LongestTrx	N
MIR6795	NR_106853	LongestTrx	N
MIR6796	NR_106854	LongestTrx	N
MIR6797	NR_106855	LongestTrx	N
MIR6798	NR_106856	LongestTrx	N
MIR6799	NR_106857	LongestTrx	N
MIR6800	NR_106858	LongestTrx	N
MIR6801	NR_106859	LongestTrx	N
MIR6802	NR_106860	LongestTrx	N
MIR6803	NR_106861	LongestTrx	N
MIR6804	NR_106862	LongestTrx	N
MIR6805	NR_106863	LongestTrx	N
MIR6806	NR_106864	LongestTrx	N
MIR6807	NR_106865	LongestTrx	N
MIR6808	NR_106866	LongestTrx	N
MIR6809	NR_106867	LongestTrx	N
MIR6810	NR_106868	LongestTrx	N
MIR6811	NR_106869	LongestTrx	N
MIR6812	NR_106870	LongestTrx	N
MIR6813	NR_106871	LongestTrx	N
MIR6814	NR_106872	LongestTrx	N
MIR6815	NR_106873	LongestTrx	N
MIR6816	NR_106874	LongestTrx	N
MIR6817	NR_106875	LongestTrx	N
MIR6818	NR_106876	LongestTrx	N
MIR6819	NR_106877	LongestTrx	N
MIR6820	NR_106878	LongestTrx	N
MIR6821	NR_106879	LongestTrx	N
MIR6822	NR_106880	LongestTrx	N
MIR6823	NR_106881	LongestTrx	N
MIR6824	NR_106882	LongestTrx	N
MIR6825	NR_106883	LongestTrx	N
MIR6826	NR_106884	LongestTrx	N
MIR6827	NR_106885	LongestTrx	N
MIR6828	NR_106886	LongestTrx	N
MIR6829	NR_106887	LongestTrx	N
MIR6830	NR_106888	LongestTrx	N
MIR6831	NR_106889	LongestTrx	N
MIR6835	NR_106893	LongestTrx	N
MIR6836	NR_106895	LongestTrx	N
MIR6837	NR_106896	LongestTrx	N
MIR6838	NR_106897	LongestTrx	N
MIR6839	NR_106898	LongestTrx	N
MIR6840	NR_106899	LongestTrx	N
MIR6841	NR_106900	LongestTrx	N
MIR6842	NR_106901	LongestTrx	N
MIR6843	NR_106902	LongestTrx	N
MIR6844	NR_106903	LongestTrx	N
MIR6845	NR_106904	LongestTrx	N
MIR6846	NR_106905	LongestTrx	N
MIR6847	NR_106906	LongestTrx	N
MIR6850	NR_106909	LongestTrx	N
MIR6851	NR_106910	LongestTrx	N
MIR6852	NR_106911	LongestTrx	N
MIR6853	NR_106912	LongestTrx	N
MIR6854	NR_106913	LongestTrx	N
MIR6855	NR_106914	LongestTrx	N
MIR6856	NR_106915	LongestTrx	N
MIR6857	NR_106916	LongestTrx	N
MIR6858	NR_106917	LongestTrx	N
MIR6860	NR_106920	LongestTrx	N
MIR6861	NR_106921	LongestTrx	N
MIR6863	NR_106923	LongestTrx	N
MIR6864	NR_106924	LongestTrx	N
MIR6865	NR_106925	LongestTrx	N
MIR6866	NR_106926	LongestTrx	N
MIR6867	NR_106927	LongestTrx	N
MIR6868	NR_106928	LongestTrx	N
MIR6869	NR_106929	LongestTrx	N
MIR6870	NR_106930	LongestTrx	N
MIR6871	NR_106931	LongestTrx	N
MIR6872	NR_106932	LongestTrx	N
MIR6874	NR_106934	LongestTrx	N
MIR6875	NR_106935	LongestTrx	N
MIR6876	NR_106936	LongestTrx	N
MIR6877	NR_106937	LongestTrx	N
MIR6878	NR_106938	LongestTrx	N
MIR6879	NR_106939	LongestTrx	N
MIR6880	NR_106940	LongestTrx	N
MIR6881	NR_106941	LongestTrx	N
MIR6882	NR_106942	LongestTrx	N
MIR6883	NR_106943	LongestTrx	N
MIR6884	NR_106944	LongestTrx	N
MIR6885	NR_106945	LongestTrx	N
MIR6886	NR_106946	LongestTrx	N
MIR6887	NR_106947	LongestTrx	N
MIR6888	NR_106948	LongestTrx	N
MIR6889	NR_106949	LongestTrx	N
MIR6890	NR_106950	LongestTrx	N
MIR6893	NR_106953	LongestTrx	N
MIR6894	NR_106954	LongestTrx	N
MIR6895	NR_106955	LongestTrx	N
MIR708	NR_030598	LongestTrx	Y
MIR7-1	NR_029605	LongestTrx	Y
MIR7106	NR_106956	LongestTrx	N
MIR7107	NR_106957	LongestTrx	N
MIR7108	NR_106958	LongestTrx	N
MIR7109	NR_106959	LongestTrx	N
MIR711	NR_031756	LongestTrx	N
MIR7110	NR_106960	LongestTrx	N
MIR7111	NR_106961	LongestTrx	N
MIR7112	NR_107057	LongestTrx	N
MIR7113	NR_106963	LongestTrx	N
MIR7114	NR_106964	LongestTrx	N
MIR7150	NR_106972	LongestTrx	N
MIR7151	NR_106973	LongestTrx	N
MIR7152	NR_106974	LongestTrx	N
MIR7153	NR_106975	LongestTrx	N
MIR7154	NR_106976	LongestTrx	N
MIR7155	NR_106977	LongestTrx	N
MIR7156	NR_106978	LongestTrx	N
MIR7157	NR_106979	LongestTrx	N
MIR7158	NR_106980	LongestTrx	N
MIR7159	NR_106982	LongestTrx	N
MIR7161	NR_106981	LongestTrx	N
MIR7162	NR_106985	LongestTrx	N
MIR718	NR_031757	LongestTrx	Y
MIR7-2	NR_029606	LongestTrx	Y
MIR7-3	NR_029607	LongestTrx	Y
MIR7-3HG	NR_027148	LongestTrx	Y
MIR744	NR_030613	LongestTrx	Y
MIR7515	NR_106986	LongestTrx	N
MIR7515HG	NR_110497	LongestTrx	N
MIR758	NR_030406	LongestTrx	Y
MIR759	NR_031582	LongestTrx	Y
MIR760	NR_030621	LongestTrx	Y
MIR761	NR_031580	LongestTrx	N
MIR762	NR_031576	LongestTrx	Y
MIR762HG	NR_110940	LongestTrx	N
MIR764	NR_031581	LongestTrx	Y
MIR765	NR_030527	LongestTrx	Y
MIR766	NR_030413	LongestTrx	Y
MIR767	NR_030409	LongestTrx	Y
MIR769	NR_030412	LongestTrx	Y
MIR770	NR_030528	LongestTrx	Y
MIR7702	NR_106989	LongestTrx	N
MIR7704	NR_106991	LongestTrx	N
MIR7705	NR_106992	LongestTrx	N
MIR7706	NR_106993	LongestTrx	N
MIR7843	NR_106994	LongestTrx	N
MIR7844	NR_106998	LongestTrx	N
MIR7845	NR_106999	LongestTrx	N
MIR7846	NR_107000	LongestTrx	N
MIR7847	NR_107001	LongestTrx	N
MIR7848	NR_107002	LongestTrx	N
MIR7849	NR_107003	LongestTrx	N
MIR7850	NR_107004	LongestTrx	N
MIR7851	NR_107005	LongestTrx	N
MIR7852	NR_107006	LongestTrx	N
MIR7853	NR_107007	LongestTrx	N
MIR7854	NR_107008	LongestTrx	N
MIR7855	NR_107009	LongestTrx	N
MIR7856	NR_107010	LongestTrx	N
MIR7973-1	NR_107012	LongestTrx	N
MIR7973-2	NR_107013	LongestTrx	N
MIR7974	NR_107014	LongestTrx	N
MIR7975	NR_107015	LongestTrx	N
MIR7976	NR_107016	LongestTrx	N
MIR7977	NR_107017	LongestTrx	N
MIR7978	NR_107018	LongestTrx	N
MIR802	NR_030414	LongestTrx	Y
MIR8052	NR_107019	LongestTrx	N
MIR8053	NR_107020	LongestTrx	N
MIR8054	NR_107021	LongestTrx	N
MIR8056	NR_107023	LongestTrx	N
MIR8057	NR_107024	LongestTrx	N
MIR8058	NR_107025	LongestTrx	N
MIR8059	NR_107026	LongestTrx	N
MIR8060	NR_107027	LongestTrx	N
MIR8062	NR_107029	LongestTrx	N
MIR8063	NR_107030	LongestTrx	N
MIR8064	NR_107031	LongestTrx	N
MIR8065	NR_107032	LongestTrx	N
MIR8066	NR_107033	LongestTrx	N
MIR8067	NR_107034	LongestTrx	N
MIR8068	NR_107035	LongestTrx	N
MIR8070	NR_107037	LongestTrx	N
MIR8072	NR_107039	LongestTrx	N
MIR8073	NR_107040	LongestTrx	N
MIR8074	NR_107041	LongestTrx	N
MIR8075	NR_107042	LongestTrx	N
MIR8076	NR_107043	LongestTrx	N
MIR8077	NR_107044	LongestTrx	N
MIR8078	NR_107045	LongestTrx	N
MIR8079	NR_107046	LongestTrx	N
MIR8080	NR_107047	LongestTrx	N
MIR8081	NR_107048	LongestTrx	N
MIR8082	NR_107049	LongestTrx	N
MIR8083	NR_107050	LongestTrx	N
MIR8084	NR_107051	LongestTrx	N
MIR8085	NR_107052	LongestTrx	N
MIR8086	NR_107053	LongestTrx	N
MIR8087	NR_107054	LongestTrx	N
MIR8088	NR_107055	LongestTrx	N
MIR8089	NR_107056	LongestTrx	N
MIR8485	NR_130470	LongestTrx	N
MIR873	NR_030618	LongestTrx	Y
MIR874	NR_030588	LongestTrx	Y
MIR875	NR_030596	LongestTrx	Y
MIR876	NR_030597	LongestTrx	Y
MIR877	NR_030615	LongestTrx	Y
MIR885	NR_030614	LongestTrx	Y
MIR887	NR_030616	LongestTrx	N
MIR888	NR_030592	LongestTrx	Y
MIR889	NR_030595	LongestTrx	Y
MIR890	NR_030589	LongestTrx	Y
MIR891A	NR_030581	LongestTrx	Y
MIR891B	NR_030590	LongestTrx	Y
MIR892A	NR_030584	LongestTrx	Y
MIR892B	NR_030593	LongestTrx	Y
MIR892C	NR_106783	LongestTrx	N
MIR9-1	NR_029691	LongestTrx	Y
MIR9-1HG	NM_006365	UniProt	Y
MIR9-2	NR_030741	LongestTrx	N
MIR920	NR_030625	LongestTrx	Y
MIR921	NR_030626	LongestTrx	Y
MIR922	NR_030627	LongestTrx	N
MIR924	NR_030628	LongestTrx	N
MIR924HG	NR_024391	LongestTrx	Y
MIR92A1	NR_029508	LongestTrx	N
MIR92A2	NR_029509	LongestTrx	Y
MIR92B	NR_030281	LongestTrx	Y
MIR93	NR_029510	LongestTrx	Y
MIR9-3	NR_029692	LongestTrx	N
MIR933	NR_030630	LongestTrx	Y
MIR934	NR_030631	LongestTrx	Y
MIR935	NR_030632	LongestTrx	N
MIR936	NR_030760	LongestTrx	Y
MIR937	NR_030633	LongestTrx	Y
MIR938	NR_030634	LongestTrx	Y
MIR939	NR_030635	LongestTrx	Y
MIR9-3HG	NR_133002	LongestTrx	N
MIR940	NR_030636	LongestTrx	Y
MIR941-1	NR_030637	LongestTrx	Y
MIR941-3	NR_030639	LongestTrx	Y
MIR942	NR_030640	LongestTrx	Y
MIR943	NR_030641	LongestTrx	N
MIR944	NR_030642	LongestTrx	Y
MIR95	NR_029511	LongestTrx	N
MIR9500	NR_128707	LongestTrx	N
MIR96	NR_029512	LongestTrx	Y
MIR9718	NR_162089	LongestTrx	N
MIR98	NR_029513	LongestTrx	Y
MIR9851	NR_162126	LongestTrx	N
MIR9898	NR_162090	LongestTrx	N
MIR9899	NR_162091	LongestTrx	N
MIR9900	NR_162092	LongestTrx	N
MIR9901	NR_162093	LongestTrx	N
MIR9903	NR_162095	LongestTrx	N
MIR9983	NR_162114	LongestTrx	N
MIR9985	NR_162096	LongestTrx	N
MIR9986	NR_162099	LongestTrx	N
MIR99A	NR_029514	LongestTrx	Y
MIR99AHG	NR_136542	LongestTrx	N
MIR99B	NR_029843	LongestTrx	Y
MIRLET7A1	NR_029476	LongestTrx	N
MIRLET7A2	NR_029477	LongestTrx	Y
MIRLET7A3	NR_029478	LongestTrx	Y
MIRLET7B	NR_029479	LongestTrx	Y
MIRLET7BHG	NR_027033	LongestTrx	Y
MIRLET7C	NR_029480	LongestTrx	Y
MIRLET7D	NR_029481	LongestTrx	Y
MIRLET7E	NR_029482	LongestTrx	Y
MIRLET7F1	NR_029483	LongestTrx	N
MIRLET7F2	NR_029484	LongestTrx	Y
MIRLET7G	NR_029660	LongestTrx	Y
MIRLET7I	NR_029661	LongestTrx	Y
MIS12	NM_001258217	MANE	N
MIS18A	NM_018944	MANE	Y
MIS18BP1	NM_018353	MANE	Y
MISP	NM_173481	MANE	Y
MISP3	NM_001291291	UniProt	N
MITD1	NM_138798	MANE	Y
MITF	NM_001354604	MANE	N
MIX23	NM_001017928	MANE	Y
MIXL1	NM_031944	MANE	Y
MKI67	NM_002417	MANE	Y
MKKS	NM_170784	MANE	Y
MKLN1	NM_013255	MANE	Y
MKLN1-AS	NR_125364	LongestTrx	N
MKNK1	NM_001135553	MANE	N
MKNK1-AS1	NR_038403	LongestTrx	Y
MKNK2	NM_199054	MANE	Y
MKRN1	NM_013446	MANE	Y
MKRN2	NM_014160	MANE	Y
MKRN2OS	NM_001195279	MANE	Y
MKRN3	NM_005664	MANE	Y
MKRN7P	NR_026640	LongestTrx	Y
MKRN9P	NR_033410	LongestTrx	Y
MKS1	NM_017777	MANE	Y
MKX	NM_173576	MANE	N
MKX-AS1	NR_121652	LongestTrx	N
MLANA	NM_005511	MANE	Y
MLC1	NM_015166	MANE	N
MLEC	NM_014730	MANE	Y
MLF1	NM_001369783	MANE	N
MLF2	NM_001382226	MANE	N
MLH1	NM_000249	MANE	Y
MLH3	NM_001040108	MANE	Y
MLIP	NM_001281747	MANE	N
MLIP-AS1	NR_046710	LongestTrx	N
MLIP-IT1	NR_046832	LongestTrx	Y
MLKL	NM_152649	MANE	Y
MLLT1	NM_005934	MANE	Y
MLLT10	NM_001195626	MANE	Y
MLLT10P1	NR_045115	LongestTrx	Y
MLLT11	NM_006818	MANE	Y
MLLT3	NM_004529	MANE	Y
MLLT6	NM_005937	MANE	Y
MLN	NM_002418	MANE	Y
MLNR	NM_001507	MANE	Y
MLPH	NM_024101	MANE	Y
MLST8	NM_022372	MANE	N
MLX	NM_198204	MANE	N
MLXIP	NM_014938	MANE	Y
MLXIPL	NM_032951	MANE	Y
MLYCD	NM_012213	MANE	Y
MMAA	NM_172250	MANE	Y
MMAB	NM_052845	MANE	Y
MMACHC	NM_015506	MANE	Y
MMADHC	NM_015702	MANE	Y
MMADHC-DT	NR_110240	LongestTrx	N
MMD	NM_012329	MANE	Y
MMD2	NM_198403	MANE	N
MME	NM_007289	MANE	N
MMEL1	NM_033467	MANE	Y
MMGT1	NM_173470	MANE	Y
MMP1	NM_002421	MANE	Y
MMP10	NM_002425	MANE	Y
MMP11	NM_005940	MANE	Y
MMP12	NM_002426	MANE	Y
MMP13	NM_002427	MANE	Y
MMP14	NM_004995	MANE	Y
MMP15	NM_002428	MANE	Y
MMP16	NM_005941	MANE	Y
MMP17	NM_016155	MANE	Y
MMP19	NM_002429	MANE	Y
MMP2	NM_004530	MANE	Y
MMP20	NM_004771	MANE	Y
MMP21	NM_147191	MANE	Y
MMP23A	NR_002946	LongestTrx	Y
MMP23B	NM_006983	MANE	Y
MMP24	NM_006690	MANE	Y
MMP24-AS1-EDEM2	NM_001355008	LongestTrx	N
MMP24OS	NM_001355003	MANE	N
MMP25	NM_022468	MANE	Y
MMP25-AS1	NR_123723	LongestTrx	N
MMP26	NM_021801	MANE	Y
MMP27	NM_022122	MANE	Y
MMP28	NM_024302	MANE	Y
MMP2-AS1	NR_147198	LongestTrx	N
MMP3	NM_002422	MANE	Y
MMP7	NM_002423	MANE	Y
MMP8	NM_002424	MANE	Y
MMP9	NM_004994	MANE	Y
MMRN1	NM_007351	MANE	Y
MMRN2	NM_024756	MANE	Y
MMS19	NM_022362	MANE	Y
MMS22L	NM_001350599	MANE	N
MMUT	NM_000255	MANE	Y
MN1	NM_002430	MANE	Y
MNAT1	NM_002431	MANE	Y
MND1	NM_032117	MANE	Y
MNDA	NM_002432	MANE	Y
MNS1	NM_018365	MANE	Y
MNT	NM_020310	MANE	Y
MNX1	NM_005515	MANE	Y
MNX1-AS1	NR_038835	LongestTrx	Y
MNX1-AS2	NR_147077	LongestTrx	N
MOAP1	NM_022151	MANE	Y
MOB1A	NM_018221	MANE	Y
MOB1B	NM_173468	MANE	Y
MOB2	NM_001172223	MANE	Y
MOB3A	NM_130807	MANE	Y
MOB3B	NM_024761	MANE	Y
MOB3C	NM_145279	UniProt	Y
MOB4	NM_015387	MANE	N
MOBP	NM_001278323	MANE	N
MOCOS	NM_017947	MANE	Y
MOCS1	NM_001358530	MANE	N
MOCS2	NM_004531	MANE	Y
MOCS3	NM_014484	MANE	Y
MOG	NM_206809	MANE	N
MOGAT1	NM_058165	MANE	Y
MOGAT2	NM_025098	MANE	Y
MOGAT3	NM_178176	MANE	Y
MOGS	NM_006302	MANE	Y
MOK	NM_014226	MANE	Y
MON1A	NM_032355	UniProt	Y
MON1B	NM_014940	MANE	Y
MON2	NM_015026	MANE	Y
MORC1	NM_014429	MANE	Y
MORC1-AS1	NR_144461	LongestTrx	N
MORC2	NM_001303256	MANE	N
MORC2-AS1	NR_026920	LongestTrx	Y
MORC3	NM_015358	MANE	Y
MORC4	NM_024657	MANE	Y
MORF4L1	NM_006791	MANE	N
MORF4L2	NM_012286	MANE	N
MORF4L2-AS1	NR_038978	LongestTrx	Y
MORN1	NM_024848	MANE	Y
MORN2	NM_001145450	UniProt	Y
MORN3	NM_173855	MANE	Y
MORN4	NM_178832	MANE	N
MORN5	NM_198469	MANE	Y
MOS	NM_005372	MANE	Y
MOSMO	NM_001164579	MANE	Y
MOSPD1	NM_019556	MANE	Y
MOSPD2	NM_152581	MANE	Y
MOSPD3	NM_023948	MANE	Y
MOV10	NM_020963	UniProt	N
MOV10L1	NM_018995	MANE	Y
MOXD1	NM_015529	MANE	Y
MOXD2P	NR_024346	LongestTrx	Y
MPC1	NM_016098	MANE	N
MPC1L	NM_001195522	MANE	Y
MPC2	NM_001143674	MANE	Y
MPDU1	NM_004870	MANE	Y
MPDZ	NM_001378778	MANE	N
MPEG1	NM_001039396	MANE	Y
MPG	NM_001015052	MANE	Y
MPHOSPH10	NM_005791	MANE	Y
MPHOSPH6	NM_005792	MANE	Y
MPHOSPH8	NM_017520	MANE	Y
MPHOSPH9	NM_022782	MANE	Y
MPI	NM_002435	MANE	Y
MPIG6B	NM_138272	MANE	Y
MPL	NM_005373	MANE	Y
MPLKIP	NM_138701	MANE	Y
MPND	NM_001300862	MANE	N
MPO	NM_000250	MANE	Y
MPP1	NM_002436	MANE	Y
MPP2	NM_005374	MANE	Y
MPP3	NM_001932	MANE	Y
MPP4	NM_033066	MANE	Y
MPP5	NM_022474	MANE	Y
MPP6	NM_001303037	MANE	N
MPP7	NM_001318170	MANE	N
MPPE1	NM_023075	MANE	Y
MPPED1	NM_001044370	MANE	Y
MPPED2	NM_001584	MANE	Y
MPRIP	NM_001364716	MANE	N
MPST	NM_021126	MANE	Y
MPV17	NM_002437	MANE	Y
MPV17L	NM_001128423	MANE	Y
